field_id,business_name,target_path,data_layer,source_document,source_location_type,source_unit,target_unit,criticality,extraction_method,target_nodes,missing_policy,conflict_policy,evidence_required,value_type,cardinality,contract_sources,node_requirement,default_or_prior,mapping_coverage,extraction_coverage,assembly_coverage,coverage_gap,notes
engineering_indicator.external_corrosion.cp_on_potential_v,通电电位,engineering_indicators.observations_by_segment.*.external_corrosion.cp_on_potential_v,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,V,V,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.cp_on_potential_v；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.external_corrosion.cp_out_of_range_fraction,保护电位超限比例,engineering_indicators.observations_by_segment.*.external_corrosion.cp_out_of_range_fraction,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.cp_out_of_range_fraction；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.external_corrosion.cp_protection_coverage_fraction,阴极保护覆盖率,engineering_indicators.observations_by_segment.*.external_corrosion.cp_protection_coverage_fraction,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.cp_protection_coverage_fraction；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.external_corrosion.cp_test_interval_days,阴保测试周期,engineering_indicators.observations_by_segment.*.external_corrosion.cp_test_interval_days,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,day,day,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.cp_test_interval_days；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.external_corrosion.dcvg_acvg_severity_max,DCVG/ACVG最大严重度,engineering_indicators.observations_by_segment.*.external_corrosion.dcvg_acvg_severity_max,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.dcvg_acvg_severity_max；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.external_corrosion.soil_chloride_mg_kg,土壤氯离子,engineering_indicators.observations_by_segment.*.external_corrosion.soil_chloride_mg_kg,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,mg/kg,mg/kg,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.soil_chloride_mg_kg；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.external_corrosion.soil_moisture_fraction,土壤含水率,engineering_indicators.observations_by_segment.*.external_corrosion.soil_moisture_fraction,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.soil_moisture_fraction；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.external_corrosion.soil_ph,土壤pH,engineering_indicators.observations_by_segment.*.external_corrosion.soil_ph,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.soil_ph；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.external_corrosion.soil_resistivity_ohm_m,土壤电阻率,engineering_indicators.observations_by_segment.*.external_corrosion.soil_resistivity_ohm_m,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,ohm*m,ohm*m,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.soil_resistivity_ohm_m；组：外腐蚀与阴极保护；要求：REQUIRED。
engineering_indicator.external_corrosion.stray_current_detected,杂散电流存在,engineering_indicators.observations_by_segment.*.external_corrosion.stray_current_detected,PROJECT_FACT,04_CIPS与腐蚀检测.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,RAW_CATEGORY_BRIDGE_AVAILABLE,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,NONE,工程指标external_corrosion.stray_current_detected；组：外腐蚀与阴极保护；要求：CONDITIONAL。
engineering_indicator.geohazard.debris_flow_susceptibility_index,泥石流易发性指数,engineering_indicators.observations_by_segment.*.geohazard.debris_flow_susceptibility_index,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.debris_flow_susceptibility_index；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.fault_crossing_present,活动断层穿越,engineering_indicators.observations_by_segment.*.geohazard.fault_crossing_present,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,boolean,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.fault_crossing_present；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.flood_frequency_per_year,洪水年发生频率,engineering_indicators.observations_by_segment.*.geohazard.flood_frequency_per_year,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,1/year,1/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.flood_frequency_per_year；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.geohazard_failure_history_count,地质灾害历史失效次数,engineering_indicators.observations_by_segment.*.geohazard.geohazard_failure_history_count,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,count,count,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,integer,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.geohazard_failure_history_count；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.geohazard_mitigation_condition,灾害治理工程状态,engineering_indicators.observations_by_segment.*.geohazard.geohazard_mitigation_condition,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.geohazard_mitigation_condition；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.geohazard_monitoring_coverage_fraction,灾害监测覆盖率,engineering_indicators.observations_by_segment.*.geohazard.geohazard_monitoring_coverage_fraction,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,%,fraction,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.geohazard_monitoring_coverage_fraction；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.landslide_displacement_rate_mm_year,滑坡位移速率,engineering_indicators.observations_by_segment.*.geohazard.landslide_displacement_rate_mm_year,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,mm/year,mm/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.landslide_displacement_rate_mm_year；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.landslide_susceptibility_index,滑坡易发性指数,engineering_indicators.observations_by_segment.*.geohazard.landslide_susceptibility_index,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.landslide_susceptibility_index；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.liquefaction_susceptibility_index,液化易发性指数,engineering_indicators.observations_by_segment.*.geohazard.liquefaction_susceptibility_index,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.liquefaction_susceptibility_index；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.maximum_scour_depth_m,最大冲刷深度,engineering_indicators.observations_by_segment.*.geohazard.maximum_scour_depth_m,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,m,m,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.maximum_scour_depth_m；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.permafrost_thaw_settlement_rate,冻土融沉速率,engineering_indicators.observations_by_segment.*.geohazard.permafrost_thaw_settlement_rate,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,mm/year,mm/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.permafrost_thaw_settlement_rate；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.river_migration_rate_m_year,河道摆动速率,engineering_indicators.observations_by_segment.*.geohazard.river_migration_rate_m_year,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,m/year,m/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.river_migration_rate_m_year；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.seismic_peak_ground_acceleration_g,峰值地震加速度,engineering_indicators.observations_by_segment.*.geohazard.seismic_peak_ground_acceleration_g,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,g,g,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.seismic_peak_ground_acceleration_g；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.slope_angle_deg,坡度,engineering_indicators.observations_by_segment.*.geohazard.slope_angle_deg,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,deg,deg,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.slope_angle_deg；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.subsidence_rate_mm_year,地面沉降速率,engineering_indicators.observations_by_segment.*.geohazard.subsidence_rate_mm_year,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,mm/year,mm/year,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.subsidence_rate_mm_year；组：自然与地质灾害；要求：CONDITIONAL。
engineering_indicator.geohazard.terrain_type,地形地貌类型,engineering_indicators.observations_by_segment.*.geohazard.terrain_type,PROJECT_FACT,06_第三方与巡线记录.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geohazard.terrain_type；组：自然与地质灾害；要求：REQUIRED。
engineering_indicator.geometry_material.design_factor,设计系数,engineering_indicators.observations_by_segment.*.geometry_material.design_factor,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.design_factor；组：管道几何、材料与设计；要求：CONDITIONAL。
engineering_indicator.geometry_material.elevation_profile,高程剖面,engineering_indicators.observations_by_segment.*.geometry_material.elevation_profile,PROJECT_FACT,01_管线与管段台账.xlsx,cell,m,m,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,array,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.elevation_profile；组：管道几何、材料与设计；要求：CONDITIONAL。
engineering_indicator.geometry_material.fracture_toughness,断裂韧度,engineering_indicators.observations_by_segment.*.geometry_material.fracture_toughness,PROJECT_FACT,01_管线与管段台账.xlsx,cell,MPa√m,MPa√m,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.fracture_toughness；组：管道几何、材料与设计；要求：CONDITIONAL。
engineering_indicator.geometry_material.measured_wall_thickness_mm,实测最小壁厚,engineering_indicators.observations_by_segment.*.geometry_material.measured_wall_thickness_mm,PROJECT_FACT,01_管线与管段台账.xlsx,cell,mm,mm,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.measured_wall_thickness_mm；组：管道几何、材料与设计；要求：CONDITIONAL。
engineering_indicator.geometry_material.poisson_ratio,泊松比,engineering_indicators.observations_by_segment.*.geometry_material.poisson_ratio,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.poisson_ratio；组：管道几何、材料与设计；要求：CONDITIONAL。
engineering_indicator.geometry_material.seam_type,制管焊缝类型,engineering_indicators.observations_by_segment.*.geometry_material.seam_type,PROJECT_FACT,01_管线与管段台账.xlsx,cell,,,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,string,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.seam_type；组：管道几何、材料与设计；要求：REQUIRED。
engineering_indicator.geometry_material.smts_mpa,规定最小抗拉强度,engineering_indicators.observations_by_segment.*.geometry_material.smts_mpa,PROJECT_FACT,01_管线与管段台账.xlsx,cell,MPa,MPa,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.smts_mpa；组：管道几何、材料与设计；要求：CONDITIONAL。
engineering_indicator.geometry_material.smys_mpa,规定最小屈服强度,engineering_indicators.observations_by_segment.*.geometry_material.smys_mpa,PROJECT_FACT,01_管线与管段台账.xlsx,cell,MPa,MPa,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.smys_mpa；组：管道几何、材料与设计；要求：CONDITIONAL。
engineering_indicator.geometry_material.youngs_modulus_mpa,弹性模量,engineering_indicators.observations_by_segment.*.geometry_material.youngs_modulus_mpa,PROJECT_FACT,01_管线与管段台账.xlsx,cell,MPa,MPa,IMPORTANT,deterministic,adaptive_evidence_qra|data_inventory|indicator_coverage,OMIT_AND_RECORD_GAP_NO_SILENT_ZERO,BLOCK_AND_REQUIRE_HUMAN_DECISION,true,number,MANY,FIELD_DICTIONARY,OPTIONAL_CONTRACT_FIELD,NONE,NOT_MAPPED,FIELD_DICTIONARY_SUPPORTED,GENERIC_REVIEW_ASSEMBLY_REQUIRES_ENTITY_CONTAINER,DETERMINISTIC_MAPPING_GAP,工程指标geometry_material.youngs_modulus_mpa；组：管道几何、材料与设计；要求：CONDITIONAL。
